summary,type
"Clients timeout due to Archiva blocking when downloading large files Clients connecting to Archiva may time out when Archiva is proxying large files from an up stream remote repository.

Internally, Archiva uses Wagon and Plexus webdav which can only reference resources as JAVA File objects. Thus, Archiva must wait until Wagon has finished downloading from the remote repository before it can return the valid File object to the Plexus Webdav Servlet.",Bug
" errors on proxies should be cached Using maven eclipse plugin with DownloadSourcestrue creates lots of request to the repository for -sources and -javadocs. Many artifacts dont have such bundles.

When archiva is configured with multiple proxies central  java.net  jboss ... a single running ""mvn eclipseeclipse"" will result in many  request on proxies that SHOULD be cached. The cache time-to-live  minute is sufficient to get new artifacts when they get deployed.

There is allready an UrlFailureCache but is only used to cache ProxyExceptions.",Improvement
"Problem with version ranges ""no versions are present in the repository for the artifact with a range"" When I run for example mvn package, theres a indirect dependency that cannot be resolved; This the part of the pom that causes the problem

		dependency
			groupIdcommons-beanutilsgroupId
			artifactIdcommons-beanutilsartifactId
			version.,version
			scopecompilescope
		dependency

This results in the following error issued by Maven

No versions are present in the repository for the artifact with a range .,
  commons-beanutilscommons-beanutilsjarnull
from the specified remote repositories
  central httprepo.maven.orgmaven

If I browse the repository httprepo.maven.orgmaven, the commons-beanutils jars several versions are present. 
So I assume Archiva cannot handle the range.
",Bug
"Archetype for generation of Consumer plugins Ive created an archetype for use in creating artifact-consumer-plugin projects. It currently builds and runs against the head version of archiva.

- Apply the attached patch in the archiva sandbox dir.
- Build and install it
- invoke with the following command line

mvn archetypecreate                                     
-DarchetypeGroupIdorg.apache.maven.archiva            
-DarchetypeArtifactIdarchiva-consumer-plugin-archetype 
-DarchetypeVersion.-SNAPSHOT                         
-DgroupIdorg.example                                  
-DartifactIdsimple-consumer-plugin 

This will create a project simple-consumer-plugin 

rgds,

ste",Improvement
"ORA- specified length too long for its datatype Error when clicking on searched artifact. When I do a search for an artifact, then I get the results, I then get this error

javax.jdo.JDODataStoreException An exception was thrown while addingvalidating classes  ORA- specified length too long for its datatype

java.sql.SQLException ORA- specified length too long for its datatype

	at oracle.jdbc.driver.DatabaseError.throwSqlExceptionDatabaseError.java
	at oracle.jdbc.driver.TCTTIoer.processErrorTCTTIoer.java
	at oracle.jdbc.driver.TCTTIoer.processErrorTCTTIoer.java
	at oracle.jdbc.driver.TCOall.receiveTCOall.java
	at oracle.jdbc.driver.TCStatement.doOallTCStatement.java
	at oracle.jdbc.driver.TCStatement.execute_for_rowsTCStatement.java
	at oracle.jdbc.driver.OracleStatement.doExecuteWithTimeoutOracleStatement.java
	at oracle.jdbc.driver.OracleStatement.executeOracleStatement.java
	at org.apache.tomcat.dbcp.dbcp.DelegatingStatement.executeDelegatingStatement.java
	at org.jpox.store.rdbms.table.AbstractTable.executeDdlStatementAbstractTable.java
	at org.jpox.store.rdbms.table.AbstractTable.executeDdlStatementListAbstractTable.java
	at org.jpox.store.rdbms.table.AbstractTable.createAbstractTable.java
	at org.jpox.store.rdbms.table.AbstractTable.existsAbstractTable.java
	at org.jpox.store.rdbms.RDBMSManager$ClassAdder.performTablesValidationRDBMSManager.java
	at org.jpox.store.rdbms.RDBMSManager$ClassAdder.addClassTablesAndValidateRDBMSManager.java
	at org.jpox.store.rdbms.RDBMSManager$ClassAdder.runRDBMSManager.java
	at org.jpox.store.rdbms.RDBMSManager$MgmtTransaction.executeRDBMSManager.java
	at org.jpox.store.rdbms.RDBMSManager.addClassesRDBMSManager.java
	at org.jpox.store.rdbms.RDBMSManager.addClassRDBMSManager.java
	at org.jpox.AbstractPersistenceManager.newObjectIdInstanceAbstractPersistenceManager.java
	at org.apache.maven.archiva.database.jdo.JdoAccess.getObjectByIdJdoAccess.java
	at org.apache.maven.archiva.database.jdo.JdoProjectModelDAO.getProjectModelJdoProjectModelDAO.java
	at org.apache.maven.archiva.database.browsing.DefaultRepositoryBrowsing.getProjectModelDefaultRepositoryBrowsing.java
	at org.apache.maven.archiva.database.browsing.DefaultRepositoryBrowsing.selectVersionDefaultRepositoryBrowsing.java
	at org.apache.maven.archiva.web.action.ShowArtifactAction.artifactShowArtifactAction.java



Now this does not come up like with continuum at start up
httpjira.codehaus.orgbrowseCONTINUUM-

So Archiva runs, but not when I try to search.
",Bug
"archiva cannot serve ejb artifacts from a maven repository requesting an ejb from a maven repository builds the path ""groupIdjarsartifactId.jar"", and not the location where maven ejbdeploy places the ejb jars groupIdejbsartifactId.jar. The type folder is created based on the file extension, with some exceptions. It should be created based on the artifact type. ",Bug
"Edit Managed Repository page should indicate the repo id being edited When editing a managed repository, the repo id does not appear on the page.

You can see it in the url as a request parameter.",Improvement
"Admin guide for installing WAR needs updating The web page at ""httpmaven.apache.orgarchivadocs.adminguidewebapp.html"" needs updating

 The name of the archiva WAR file in the archiva.xml sample should be ""apache-archiva-..war"".
 For the note about Tomcat versions Tomcat .. works as expected, provided mail.jar and activation.jar are added to the commonlib directory.
 For the note about Derby Derby ... seems to work fine.
",Improvement
"add ""maintainance"" to the feature tour -   metadata merging
-   repository purge
-   others
",Bug
"In the audit.log file the userid for each action is guest, even though the deploy was performed by admin my settings.xml file has admin as the account  in the server section for the repositories",Bug
"write some additional HOWTO guides -   configure repository purging
-   configure a proxy
-   control artifacts
-   configure security for a repository
-   ...",Bug
"Repo purge is not deleting artifacts in correct order Looking at the repo purge code by  of days old and by retention count, and while the sorting is correct.. whats being purged isnt actually what is the older artifact, but rather, it is the artifact which is currently being consumed. Heres the part in DaysOldRepositoryPurge where this occurs

while versions.iterator.hasNext 
{
  if  countToPurge--   
  {
    break;
  }
  doPurgeAllRelated artifactFile ; 
} 

Note 
- the artifactFile is the artifact currently being consumed by the repo purge 
- doPurgeAllRelated.. deletes the artifact from the repo as well as all related files to it ex. .sha, .md files, etc.

So given the above behavior, if the repo scanner found artifact-..-.-.jar first before artifact-..-.-.jar.. then what would actually get deleted from the repo is artifact-..-.-.jar instead of the older artifact-..-.-.jar. 
",Bug
"http  proxy error with browse button after  days running I have to restart archiva every one or two days; if not, archiva becomes unstable 
    main page and admin section are accessible and work fine,
    archivabrowse function is dead, giving in navigator 
       Proxy Error
          The proxy server received an invalid response from an upstream server.
          The proxy server could not handle the request GET archivabrowse
          httparchiva.nuxeo.orgarchivabrowse.
          Reason Error reading from remote server 

Restarting archiva immediately solves the problem. 

I didnt find relevant logs, I guess",Bug
"Repository Purge Consumer throws Invalid Path to Artifact I have the repository purge consumer enabled and configured as {{Repository Purge By Days Older Than}} to  and {{Repository Purge By Retention Count}} set to .

This is with a clean database.

I have more than  versions of org.ireneirene.-SNAPSHOT already uploaded into the repository.

When the repository is scanned

{noformat}
 pool--thread- ERROR org.apache.maven.archiva.repository.scanner.RepositoryScannerdefault  - Consumer repository-purge had an error when processing file Darchiva-webdatarepositoriessnapshotsorgireneirene.-SNAPSHOTirene-.-.--test-sources.jar Invalid path to Artifact filename format is invalid,expected timestamp format in filename.
org.apache.maven.archiva.consumers.ConsumerException Invalid path to Artifact filename format is invalid,expected timestamp format in filename.
	at org.apache.maven.archiva.consumers.core.repository.RepositoryPurgeConsumer.processFileRepositoryPurgeConsumer.java
	at org.apache.maven.archiva.repository.scanner.functors.ConsumerProcessFileClosure.executeConsumerProcessFileClosure.java
	at org.apache.commons.collections.functors.IfClosure.executeIfClosure.java
	at org.apache.commons.collections.CollectionUtils.forAllDoCollectionUtils.java
	at org.apache.maven.archiva.repository.scanner.RepositoryScannerInstance.directoryWalkStepRepositoryScannerInstance.java
	at org.codehaus.plexus.util.DirectoryWalker.fireStepDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirectoryWalker.java
	at org.apache.maven.archiva.repository.scanner.DefaultRepositoryScanner.scanDefaultRepositoryScanner.java
	at org.apache.maven.archiva.repository.scanner.DefaultRepositoryScanner.scanDefaultRepositoryScanner.java
	at org.apache.maven.archiva.scheduled.executors.ArchivaRepositoryScanningTaskExecutor.executeTaskArchivaRepositoryScanningTaskExecutor.java
	at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable$.runThreadedTaskQueueExecutor.java
	at edu.emory.mathcs.backport.java.util.concurrent.Executors$RunnableAdapter.callExecutors.java
	at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.runFutureTask.java
	at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor.runWorkerThreadPoolExecutor.java
	at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.runThreadPoolExecutor.java
	at java.lang.Thread.runThread.java
Caused by org.apache.maven.archiva.consumers.core.repository.RepositoryPurgeException Invalid path to Artifact filename format is invalid,expected timestamp format in filename.
	at org.apache.maven.archiva.consumers.core.repository.RetentionCountRepositoryPurge.processRetentionCountRepositoryPurge.java
	at org.apache.maven.archiva.consumers.core.repository.RepositoryPurgeConsumer.processFileRepositoryPurgeConsumer.java
	...  more
 pool--thread- ERROR org.apache.maven.archiva.repository.scanner.RepositoryScannerdefault  - Consumer metadata-updater had an error when processing file Darchiva-webdatarepositoriessnapshotsorgireneirene.-SNAPSHOTirene-.-.--test-sources.jar Unable to convert to artifact reference orgireneirene.-SNAPSHOTirene-.-.--test-sources.jar
org.apache.maven.archiva.consumers.ConsumerException Unable to convert to artifact reference orgireneirene.-SNAPSHOTirene-.-.--test-sources.jar
	at org.apache.maven.archiva.consumers.core.MetadataUpdaterConsumer.processFileMetadataUpdaterConsumer.java
	at org.apache.maven.archiva.repository.scanner.functors.ConsumerProcessFileClosure.executeConsumerProcessFileClosure.java
	at org.apache.commons.collections.functors.IfClosure.executeIfClosure.java
	at org.apache.commons.collections.CollectionUtils.forAllDoCollectionUtils.java
	at org.apache.maven.archiva.repository.scanner.RepositoryScannerInstance.directoryWalkStepRepositoryScannerInstance.java
	at org.codehaus.plexus.util.DirectoryWalker.fireStepDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirDirectoryWalker.java
	at org.codehaus.plexus.util.DirectoryWalker.scanDirectoryWalker.java
	at org.apache.maven.archiva.repository.scanner.DefaultRepositoryScanner.scanDefaultRepositoryScanner.java
	at org.apache.maven.archiva.repository.scanner.DefaultRepositoryScanner.scanDefaultRepositoryScanner.java
	at org.apache.maven.archiva.scheduled.executors.ArchivaRepositoryScanningTaskExecutor.executeTaskArchivaRepositoryScanningTaskExecutor.java
	at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable$.runThreadedTaskQueueExecutor.java
	at edu.emory.mathcs.backport.java.util.concurrent.Executors$RunnableAdapter.callExecutors.java
	at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.runFutureTask.java
	at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor.runWorkerThreadPoolExecutor.java
	at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.runThreadPoolExecutor.java
	at java.lang.Thread.runThread.java
Caused by org.apache.maven.archiva.repository.layout.LayoutException Invalid path to Artifact filename format is invalid,expected timestamp format in filename.
	at org.apache.maven.archiva.repository.content.DefaultPathParser.toArtifactReferenceDefaultPathParser.java
	at org.apache.maven.archiva.repository.content.AbstractDefaultRepositoryContent.toArtifactReferenceAbstractDefaultRepositoryContent.java
	at org.apache.maven.archiva.repository.content.ManagedDefaultRepositoryContent.toArtifactReferenceManagedDefaultRepositoryContent.java
	at org.apache.maven.archiva.consumers.core.MetadataUpdaterConsumer.processFileMetadataUpdaterConsumer.java
	...  more
{noformat}

There are similar exceptions that follow right behind it with the only difference being that they are for
 - Darchiva-webdatarepositoriessnapshotsorgireneirene.-SNAPSHOTirene-.-.--sources.jar
 - Darchiva-webdatarepositoriessnapshotsorgireneirene.-SNAPSHOTirene-.-.--tests.jar
 - Darchiva-webdatarepositoriessnapshotsorgireneirene.-SNAPSHOTirene-.-.-.jar
 - Darchiva-webdatarepositoriessnapshotsorgireneirene.-SNAPSHOTirene-.-.-.pom

Nothing is deleted however.",Bug
"Cannot download a strut-module artifact in a Legacy repository 
I still have legacy Maven . projects which uses the struts-module plugin.
I was using maven-proxy until now but decided to switch to archiva.

However when I try to download a struts-module in my Maven .X repository, I get the following exception

org.apache.maven.archiva.repository.layout.LayoutException Invalid path to Artifact mismatch on extension dule and layout specified type struts-modules which maps to extension struts.module on path WebPortalstruts-moduleseventsDB-...struts-module
	at org.apache.maven.archiva.repository.content.LegacyPathParser.toArtifactReferenceLegacyPathParser.java
	at org.apache.maven.archiva.repository.content.RepositoryRequest.toArtifactReferenceRepositoryRequest.java
	at org.apache.maven.archiva.repository.content.RepositoryRequest.toNativePathRepositoryRequest.java
	at org.apache.maven.archiva.web.repository.ProxiedDavServer.processProxiedDavServer.java
	at org.codehaus.plexus.webdav.servlet.multiplexed.MultiplexedWebDavServlet.serviceMultiplexedWebDavServlet.java
	at org.apache.maven.archiva.web.repository.RepositoryServlet.serviceRepositoryServlet.java
	at javax.servlet.http.HttpServlet.serviceHttpServlet.java
	at org.mortbay.jetty.servlet.ServletHolder.handleServletHolder.java
	at org.mortbay.jetty.servlet.WebApplicationHandler$CachedChain.doFilterWebApplicationHandler.java
	at com.opensymphony.webwork.dispatcher.FilterDispatcher.doFilterFilterDispatcher.java
	at org.mortbay.jetty.servlet.WebApplicationHandler$CachedChain.doFilterWebApplicationHandler.java
	at com.opensymphony.module.sitemesh.filter.PageFilter.doFilterPageFilter.java
	at org.mortbay.jetty.servlet.WebApplicationHandler$CachedChain.doFilterWebApplicationHandler.java
	at com.opensymphony.webwork.dispatcher.ActionContextCleanUp.doFilterActionContextCleanUp.java
	at org.mortbay.jetty.servlet.WebApplicationHandler$CachedChain.doFilterWebApplicationHandler.java
	at org.mortbay.jetty.servlet.WebApplicationHandler.dispatchWebApplicationHandler.java
	at org.mortbay.jetty.servlet.ServletHandler.handleServletHandler.java
	at org.mortbay.http.HttpContext.handleHttpContext.java
	at org.mortbay.jetty.servlet.WebApplicationContext.handleWebApplicationContext.java
	at org.mortbay.http.HttpContext.handleHttpContext.java
	at org.mortbay.http.HttpServer.serviceHttpServer.java
	at org.mortbay.http.HttpConnection.serviceHttpConnection.java
	at org.mortbay.http.HttpConnection.handleNextHttpConnection.java
	at org.mortbay.http.HttpConnection.handleHttpConnection.java
	at org.mortbay.http.SocketListener.handleConnectionSocketListener.java
	at org.mortbay.util.ThreadedServer.handleThreadedServer.java
	at org.mortbay.util.ThreadPool$PoolThread.runThreadPool.java

The file WebPortalstruts-moduleseventsDB-...struts-module does exist and would be returned correctly by maven-proxy, but it seems as it archiva is looking for WebPortalstruts-moduleseventsDB-...struts.module which does not exist. replacing the dash by a dot in the extension

",Bug
"NPE during db scan Below is the stacktrace

jvm     | -- , SocketListener- INFO  com.opensymphony.xwork.ActionschedulerAction  - ActionMessage Your request to update the database has been queued.
jvm     | -- , pool--thread- INFO  org.codehaus.plexus.taskqueue.execution.TaskExecutordatabase-update  - Executing task from queue with job name database-jobuser-requested
jvm     | -- , pool--thread- INFO  org.codehaus.plexus.taskqueue.execution.TaskExecutordatabase-update  - Task Updating unprocessed artifacts
jvm     | -- , pool--thread- WARN  org.apache.maven.archiva.consumers.DatabaseUnprocessedArtifactConsumerupdate-db-project  - File commons-dbcp-..pom has an invalid project model groupIdcommons-dbcp|artifactIdcommons-dbcp|version.-dev|packagingjar; The model version .-dev does not match the version portion of the filename .
jvm     | -- , pool--thread- WARN  org.apache.maven.archiva.consumers.DatabaseUnprocessedArtifactConsumerupdate-db-project  - Invalid or corrupt pom. Project model not added to database - commons-dbcpcommons-dbcp.-dev
jvm     | -- , pool--thread- WARN  org.apache.maven.archiva.consumers.DatabaseUnprocessedArtifactConsumerupdate-db-project  - File commons-pool-...pom has an invalid project model groupIdcommons-pool|artifactIdcommons-pool|version.-dev|packagingjar; The model version .-dev does not match the version portion of the filename ..
jvm     | -- , pool--thread- WARN  org.apache.maven.archiva.consumers.DatabaseUnprocessedArtifactConsumerupdate-db-project  - Invalid or corrupt pom. Project model not added to database - commons-poolcommons-pool.-dev
jvm     | -- , Thread- ERROR org.codehaus.plexus.taskqueue.execution.TaskQueueExecutordatabase-update  - Error executing task
jvm     | edu.emory.mathcs.backport.java.util.concurrent.ExecutionException java.lang.NullPointerException
jvm     |      at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.getResultFutureTask.java
jvm     |      at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.getFutureTask.java
jvm     |      at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable.waitForTaskThreadedTaskQueueExecutor.java
jvm     |      at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable.runThreadedTaskQueueExecutor.java
jvm     | Caused by java.lang.NullPointerException
jvm     |      at org.apache.maven.archiva.consumers.lucene.IndexArtifactConsumer.processArchivaArtifactIndexArtifactConsumer.java
jvm     |      at org.apache.maven.archiva.database.updater.ProcessArchivaArtifactClosure.executeProcessArchivaArtifactClosure.java
jvm     |      at org.apache.commons.collections.CollectionUtils.forAllDoCollectionUtils.java
jvm     |      at org.apache.maven.archiva.database.updater.JdoDatabaseUpdater.updateUnprocessedJdoDatabaseUpdater.java
jvm     |      at org.apache.maven.archiva.database.updater.JdoDatabaseUpdater.updateAllUnprocessedJdoDatabaseUpdater.java
jvm     |      at org.apache.maven.archiva.scheduled.executors.ArchivaDatabaseUpdateTaskExecutor.executeTaskArchivaDatabaseUpdateTaskExecutor.java
jvm     |      at org.codehaus.plexus.taskqueue.execution.ThreadedTaskQueueExecutor$ExecutorRunnable$.runThreadedTaskQueueExecutor.java
jvm     |      at edu.emory.mathcs.backport.java.util.concurrent.Executors$RunnableAdapter.callExecutors.java
jvm     |      at edu.emory.mathcs.backport.java.util.concurrent.FutureTask.runFutureTask.java
jvm     |      at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.runTaskThreadPoolExecutor.java
jvm     |      at edu.emory.mathcs.backport.java.util.concurrent.ThreadPoolExecutor$Worker.runThreadPoolExecutor.java
jvm     |      at java.lang.Thread.runThread.java
",Bug
"pom.xml that inherit version from parent show up in reports as ""has an invalid project model"" Maven allows child modules to inherit the version tag from a parent.  When Archiva sees an empty or nonexistent version tag in the uploaded pom.xml, it thinks that the pom.xml version does not match the artifacts filename, which is true, but is a completely valid scenario.  As far as I can tell, there is no requirement to have a version tag in a child module of a parent.

Perhaps Archiva should be looking inside the artifact itself under META-INFpom.properties to verify the artifacts file name against the version.  There is always a version number inside the artifacts pom.properties, but not always in the pom.xml.  Perhaps a combination of the pom.xml having a parent tag, and no version information tells Archiva to not consider this an error.

Here is an example of an error generated in reports

File workflow-core-common-..-rc.pom has an invalid project model groupIdcom.tomax.infrastructure.foo|artifactIdfoo-core-common|version..-SNAPSHOT|packagingnull; The model version ..-SNAPSHOT does not match the version portion of the filename ..-rc

I looked at the artifact it complained about, and the pom.xml has not version tag by design as it is inherited.  I dont think this should be an error.

Perhaps Archiva should not produce this error if the version tag does not exist in the pom.xml and there is a parent tag present  As far as I can tell, not having a version tag is completely valid in maven as long as parent inheritence provides the version.",Bug
"Deleted metadata files still appear in search results When an entire directory tree of artifacts is removed from the repository filesystem, the metadata files still show up in search results.

To reproduce, delete any group from the repository, then click both Scan Repository Now and Update Database Now.

Search for the artifact again, and note that the metadata files still appear in the results.

For example, after deleting pathtorepositoryreleasescommons-lang and scanningupdating, this is in the search results for commons-lang

httpexample.comarchivarepositoryreleasescommons-langcommons-langmaven-metadata.xml",Bug
"network proxy is always used when defined Ive installed Archiva . as a Maven proxy repository for internet  and corporate repositories.
Ive added the remote Internet Repositories, the network proxy and the proxy connectors.

It works well for the internet repositories but when Archiva tries to connect to the corporate repository in the same subnetwork, Archiva uses
the network proxy despite the proxy connector is set to Direct Connection. 

If no proxy connectors is defined, Archiva didnt try to get data form the corporate repository.

If no network proxy is defined, Archiva can contact the corporate repository but not the Internet ones.

Ive done a test with network capture wireshark ex ethereal to confirm the network proxy defined is used. And the result confirm my opinion, the proxy is used.

I attach the archiva.xml configuration file in order to check it. 
The corporate repository is localrepo and is available in http form the archiva server using lynx,  wget and telnet. 

Thanks for your help
",Bug
"Unable to find project model when artifactId contains property placeholders e.g. ${project.parent.artifactId} We frequently use property placeholders in our poms to have generic POM templates,

e.g.
project
         parent
		groupIdbe.javaserver.tstgroupId
		artifactIdeCommonOrderHandlingartifactId
    	        version.-SNAPSHOTversion
	parent
        artifactId${project.parent.artifactId}-module-sTstartifactId
project
   

 SocketListener- WARN  org.apache.maven.archiva.consumers.DatabaseUnprocessedArtifactConsumerupdate-db-project  - File eCommonOrderHandling-module-sTst-.-.-.pom has an invalid project model groupIdbe.javaserver.tst|artifactId${project.parent.artifactId}-module-sTst|version.
-.-|packagingjar The model artifactId ${project.parent.artifactId}-module-sTst does not match the artifactId portion of the filename 
eCommonOrderHandling-module-sTst
 SocketListener- WARN  org.apache.maven.archiva.consumers.DatabaseUnprocessedArtifactConsumerupdate-db-project  - Invalid or corrupt pom. 
Project model not added to database - be.javaserver.tst${project.parent.artifactId}-module-sTst.-.-",Bug
"Unable to find project model for  ... if the initial import of the POM failed It seems that Archiva is not properly updating the database if the initial import of the POM failed due to a parse error, even after the original problem has been corrected, the repository has been rescanned, and the database updated again.

Steps to reproduce
. Start with a fresh Archiva . installation
. Drop a group containing an artifact with a broken POM illegal XML to Archivas internal repo directory
. Run ""Scan Repository Now"" and ""Update Database Now"".
    The log shows a ProjectModelException because the broken POM could not be parsed.
. Fix the broken POM. Run ""Scan Repository Now"" and ""Update Database Now"" again.
. Use the ""Browse"" page to browse to the artifact - you get the error message
    Unable to find project model for junitjunit.. 

Ive attached the zipped contents of the ""data"" directory after performing the steps above, and the log file.

Notice that there might be general repository scanning problem in . that could be related, see
httpwww.nabble.comRepository-scanning-problem-in-.--tf.html",Bug
"LDAP authentication leaks connections Ive configured redback to authenticate from a LDAP with cached used manager and Ive detected its leaking connections.

Connections from web interface seem to be returned to LdapContext pool , 
but connection from repository servlet are leaked.

The LdapCtx Configuration is 

    component
      roleorg.codehaus.plexus.redback.common.ldap.connection.LdapConnectionFactoryrole
      role-hintconfigurablerole-hint
      implementationorg.codehaus.plexus.redback.common.ldap.connection.ConfigurableLdapConnectionFactoryimplementation
      descriptiondescription
      configuration
        hostnamelocalhosthostname
        portport
        baseDnbaseDn
        contextFactorycom.sun.jndi.ldap.LdapCtxFactorycontextFactory
        passwordpassword
        bindDnbindDn
        extraProperties
                property
                        namecom.sun.jndi.ldap.connect.poolname
                        valuetruevalue
                property
                property
                        namecom.sun.jndi.ldap.connect.pool.maxsizename
                        valuevalue
                property
                property
                        namecom.sun.jndi.ldap.connect.pool.prefsizename
                        valuevalue
                property
                property
                        namecom.sun.jndi.ldap.connect.pool.timeoutname
                        valuevalue
                property
        extraProperties
      configuration
    component

NOTE sensible configuration tags are correctly configured, but im erased them marked with ",Bug
"Documentation for configuring for Tomcat is invalid Further to MRM-, I cannot get it a working install on Tomcat with the existing docs - I had to go to the wiki and Jira to get the answers.

Specifically, I could not deploy on Tomcat  without defining in Tomcats enviroment

{code}
export CATALINA_OPTS""-Dappserver.home$CATALINA_HOME -Dappserver.base$CATALINA_HOME""
{code}

which is not covered in the current install docs.",Bug
"using undefined appserver.base Archiva while first startup creates repositories using ${appserver.base}data as a root directory.
But setup guide does not inform, that such property should be set up for tomcat during startup,",Bug
"need a specific guide for creating a new repository the current admin guide talks about what the types of repositories are, but it doesnt walk through creating one - which misses the opportunity to explain that new repositories are secured by default to the administrator.",Bug
"legacy artifact mapping form needs better validation eg, type just ""a"" into the path field.

Need to validate all fields.

Also, not sure we should use javascript to concat the artifact reference - why not pass through the individual fields and concat in the action",Bug
"Cant get any of the consumers to work without through a NPE It appears to be causing NPE for all consumers and some there seems to be some type of InvalidPath issue as well.  

Logs are attached.",Bug
"PLEXUS_BASE does not work for local databases To get it to work, I had to edit plexus.xml and change the  database references.  for example

                valuejdbcderby${plexus.home}datausersdatabase;createtruevalue

to 
                valuejdbcderby${appserver.base}datausersdatabase;createtruevalue

plexus.home is set to the installation directory I believe.  So my users were not available after upgrade.",Bug
"Create an Archiva custom application connector for Crowd The team at Atlassian tried to develop a custom client|httpconfluence.atlassian.comdisplayCROWDCreatingaCrowdClientforyourCustomApplication for our Crowd application|httpwww.atlassian.comsoftwarecrowd but were unsuccessful due to limitations in the Archiva security API.  We would really appreciate some assistance in getting a custom Crowd client up and running for Archiva.

Cheers,
Donna",New_Feature
Gzip compression Investigate the option of gzip encoding http requests for faster transfers.,Improvement
The logs are duplicated in the archiva.log and wrapper.log file. Use the jetty-archetype Brett has created together with the appassembler plugin to generate the binary scripts. The appassembler plugin still needs to be changed to allow configuration of the wrapper.conf.,Bug
DependencyTree fetchGraph causes high load with large databases DependencyTree fetchGraph causes high load when there is a large amount of metadata in the database.,Bug
"org.jvnet.jaxb.mavenmaven-jaxb-plugin is not resolved correctly using Archiva as mirror org.jvnet.jaxb.mavenmaven-jaxb-plugin is not resolved correctly with version tag omitted in pom.xml. Omitting the version tag works if Archiva is not used Maven will just get the latest version.

Steps to reproduce

Archiva application

Unpack and run archiva

$ tar zxvf apache-archiva-.-bin.tar.gz
$ apache-archiva-.binlinux-x-run.sh start

Navigate to httplocalhostarchiva 
create Admin user and login

In Repositories under Administration

Add remote Maven  legacy repository

Identifier maven-repository.dev.java.net
Name       Java.net Maven  Repository legacy
URL        httpdownload.java.netmaven
Type       Maven .x Repository

Add remote Maven  jfrog-plugins repository

Identifier jfrog-plugins
Name       jFrog plugins
URL        httpwww.jfrog.orgartifactoryplugins-releases
Type       Maven .x repository

In Proxy Connectors under Administration

Edit maven-repository.dev.java.net proxy connector
Remove ""jaxax"" whitelist constraint and click Save Proxy Connector

Add Proxy Connectors

Managed Repository internal
Remote Repository  maven-repository.dev.java.net
cache-failures     yes
releases           once
checksum           fix
snapshots          never

Managed Repository internal
Remote Repository  jfrog-plugins
cache-failures     yes
releases           once
checksum           fix
snapshots          never

Client side

Copy settings.xml to .m
$ cp settings.xml .m

Create sample project
$ mvn archetypecreate -DgroupIdsome.namespace -DartifactIdmyproject

Overwrite pom.xml
$ cp myproject.pom.xml myprojectpom.xml

Add sample XML schema
$ mkdir myprojectsrcmainresources
$ cp schema.xsd myprojectsrcmainresources

Run test
$ cd myproject
$ mvn test

This should fail with BUILD ERROR ""The plugin org.jvnet.jaxb.mavenmaven-jaxb-plugin does not exist or no valid version could be found""

Workaround

uncomment version tag in pom.xml and run test again

Now mvn test should succeed.",Bug
"Logging is too verbose the default Archiva logging generates about Mb of logs a day on my reasonably inactive, not large local instance. This is primarily due to scanning.

In addition, the logs are duplicated in the archiva.log and wrapper.log file.

",Bug
"Provide  redirect for latest SNAPSHOT It would be very useful to have a single link that would always give you the latest snapshot jar, e.g.

httparchiva.repositorysnapshotscommy-companymy-app.-SNAPSHOTmy-app-.-SNAPSHOT.jar

Right now this is  because theres no file called -SNAPSHOT.jar; instead, it has a specific jar file with a versioned name, e.g. my-app-.-.jar.  It would be handy if Archiva recognized the URL above and provided a  redirect to the current latest deployed snapshot.",New_Feature
