summary,type
weird behaviour when stories are cancelled i discovered that sometimes jbehave does not break the build in our ci system when some of the stories hang and are cancelled because of the timeout while trying to reproduce the issue i saw many many different outcomes of the build including a build success when stories timed out which makes them failed to me unfortunately not for all the cases i have a reproducible case but of the issues i can reproduce sources for the test project issues it can demonstrate h behave aborts the whole story so scenarios past the cancelled are not even visible in the report this happens even despite dofailonstorytimeout false and doignorefailureinstories true which to me should guarantee all scenarios to be processed before failing if in the test class constructor you set usestorytimeoutinsecs then it will kill the very first scenario and there is no signs of the second to be present the target jbehave view reports html report will look like scenarios total successful pending failed the target jbehave view reports html shows just code scenario slow and failing test given a default state when i do something slow failed java lang interruptedexception sleep interrupted story cancelled duration s code no second scenario h jbehave may report cancelled scenarios as successful change usestorytimeoutinsecs to the target jbehave view reports html report will look like scenarios total successful pending failed which seem to be just wrong given that target jbehave view test test html shows code scenario slow and failing test given a default state when i do something slow then nothing should happen failed java lang interruptedexception sleep interrupted scenario scenario description story cancelled duration s code so i see on failed scenario and cancelled but which of them jbehave thinks is successful overall it feels like the outcome hugely depends on what exact moment time out has expired which should not be like that i would expect as a correct behaviour that cancelled scenario should be always treated as failed definitely not successful and all the scenarios after it should be processed but not invoked given that story timeout has expired but at least reported in full maybe all the steps should be listed as skipped pending something else but they all should be present or otherwise if first scenario in each story files lots of scenarios just disappear from the report without any traces ,Bug
loose step matching not based on steptype hi i 've recently started working with jbehave and i am noticing duplication when a step method can be more than steptype e g code given the cart is empty when the cart is empty public void cartisempty code an easy workaround could be to support the following syntax code given the cart is empty when public void cartisempty code i e in case a method has multiple steptype annotations only value needs to be not empty but i think there 's a more elegant solution the cucumber book says something interesting about this quote given when then are the same it does n't actually matter which of the methods you use to register a step definition because cucumber ignores the keyword when matching a step under the hood all of the keyword methods are aliases for cucumber rbdsl register rb step definition the keywords are really just there for extra documentation to help you express the intent of each step or step definition this means that whether it was created with the method given when or then a step definition will match any gherkin step as long as the regular expression matches the main text of the step quote i like this concept at the end of the day a step is just a method that i may want to call at a certain point as the m th or the n th step in a scenario well different story for given 's vs then 's given my cart is empty then my cart is empty but as the cucumber book suggests then steps should be reworded to use should then my cart should be empty so what about going a little bit farther and defining a generic step annotation code step the cart is empty public void cartisempty code there is a problem though as i think this would break jbehave but then as far as i understand the ultimate solution would be to support regexes would n't it which is another feature that would be a very nice to have i think thanks,Improvement
allow entire story to be restarted for selenium tests that keep the same browser context throughout the story there are countless things that can go wrong such as network latency slow application etc since a false positive can cause people to quickly lose trust in the tests others advised that the story should restart x amount of times before failing the test there is a way to restart a single scenario but it is possible it could cause additional errors such as expecting to be on a specific page when the scenario starts context variables have been changed being in an unknown state with data ,New Feature
nullpointerexception with junit when using junit a problem appears when jbehave is trying to build the reporting quote java lang runtimeexception java lang nullpointerexception at de codecentric jbehave junit monitoring junitreportingrunner run junitreportingrunner java at org eclipse jdt internal junit runner junit testreference run junit testreference java at org eclipse jdt internal junit runner testexecution run testexecution java at org eclipse jdt internal junit runner remotetestrunner runtests remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner runtests remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner run remotetestrunner java at org eclipse jdt internal junit runner remotetestrunner main remotetestrunner java caused by java lang nullpointerexception at de codecentric jbehave junit monitoring junitscenarioreporter afterstory junitscenarioreporter java at org jbehave core reporters delegatingstoryreporter afterstory delegatingstoryreporter java at org jbehave core reporters concurrentstoryreporter afterstory concurrentstoryreporter java at org jbehave core embedder performabletree performbeforeorafterstories performabletree java at org jbehave core embedder storymanager performstories storymanager java at org jbehave core embedder storymanager runstories storymanager java at org jbehave core embedder storymanager runstoriesaspaths storymanager java at org jbehave core embedder embedder runstoriesaspaths embedder java at de codecentric jbehave junit monitoring junitreportingrunner run junitreportingrunner java more quote the nullpointer is caused by following line quote junitreportingrunner private void initrootdescription rootdescription description createsuitedescription configurableembedder getclass rootdescription getchildren addall storydescriptions quote rootdescription getchildren returns a new array list of children so doing addall does not actually add the children to the actual list of description description class does offer a method addchild using this method would solve this issue,Bug
update tostring to show the system based values during the tests execution when calling embeddermonitor usingcontrols embeddercontrols embeddercontrols using propertybasedembeddercontrols the users must view the values in use based on system values rather than the object values please see the pull request at,Improvement
 before after scenario should by default apply to both scenarios parametrized by example table and not jbehave introduced scenariotype any as per title i think it should not matter whether we are running through an example table or not any should be the default value for upontype of beforescenario and afterscenario code public interface beforescenario scenariotype upontype default scenariotype any code in fact from a domain point of view there is no difference between a scenario with example table and without is there they 're both scenarios a scenario with example table is just a scenario template that at run time will result in many scenarios actually being run is n't it quote but in this case the name of the enum starts to feel bad quote as daniel pointed out the name is currently misleading i found myself wondering what was wrong once i set up a jbehave project with an beforescenario did n't explicitly specify upontype and sometimes it worked sometimes it did n't depending on which story i was running with or without example table if you agree on this i will then submit a pr thanks,Bug
filenotfoundexception storydurations props when generating reports on a maven build without any stories stories include none i get a filenotfoundexception with storydurations props info generating reports view to ' d workspaces git cassini acceptance acceptance view common target jbehave ' using formats ' stats console html ' and view properties ' ws ftl reports ftl jbehave reports with totals ftl nondecorated ftl jbehave report non decorated ftl decorated ftl jbehave report decorated ftl maps ftl jbehave maps ft java io filenotfoundexception d workspaces git cassini acceptance acceptance view common target jbehave storydurations props le fichier sp cifi est introuvable if i change my version back to changing nothing else then i do not get this exception it seems if the storyduration is n't found it 's not a problem and it should n't display a stack trace ,Bug
before after scenario steps and lifecycle steps are executed in wrong order when story contains lifecycle before after steps these are executed outside the beforescenario afterscenario scope for scenarios parametrised by example when the jbehave was implemented runlifecyclesteps is called before runbeforeorafterscenariosteps and in the reverse order at the end attached is patch with fix and test patch is based on commit dcd ,Bug
jbehave eclipse editor says no step is matching when using a constant inside annotations with jbehave it is possible to annotate a step method with given and when at the same time for example code given i take a screenshot when i take a screenshot public void screenshot code i tried not to repat myself and changed that to code private static final screenshot step name i take a screenshot given screenshot step name when screenshot step name public void screenshot code that compiles and works when executing the story using the step the step method is really called but in the jbehave eclipse editor it says that no step is matching the step name i take a screenshot it has to do with using the constant for the annotations so i think it is a bug in the jbehave eclipse editor ,Bug
autocompletion using regex in jbehave story editor the auto completion filters step names according to text input it would be easier to search for a step if the user can filter them in the way it works in the java editor when you type ctrl o you can then filter the method names in a little text field by a regular expression an alternative solution would be if the user can type a regular expression as the step name and autocompletion lists the step names matching to it if you have lots of step names then this could make it much easier to find a step name in the editior ,Improvement
 beforestory steps not performed before givenstories there seems to be a bug in beta concerning the usage of givenstories if i have a story which uses givenstories then i get this exception noformat org jbehave web selenium delegatingwebdriverprovider delegatewebdrivernotfound webdriver has not been found for this thread please verify you are using the correct webdriverprovider with the appropriate credentials if using remote access e g to saucelabs dsauce username xxxxxx dsauce access key xxx xxxx xxxx xxxx xxx at org jbehave web selenium delegatingwebdriverprovider get delegatingwebdriverprovider java at example pages pageobject getdriver pageobject java at example pages loginpage isloggedin loginpage java at example steps loginsteps userloggedin loginsteps java noformat if i use jbehave then it works as expected you can reproduce it with this example in class example seleniumstories java change story filter to string includes system getproperty story filter stammdaten mutation story it would be nice if you could fix it this week since this is the example for the second part of the paper on jbehave ,Bug
add scenariotype any to allow before afterscenario to run before after any scenario before afterscenario has parameter upontype that determines when it will run normal type is run once for all the scenario cases example type is run for each scenario case i am using the term scenario case for each row of the examples table in case of parametrised scenarios or the scenario itself in case of normal scenarios when you want to define e g before scenario step that will run before every scenario case regardless whether it is parametrised or not you must do something like this code java before scenario will be called x for the first scenario case private boolean initialized beforescenario public void beforescenario if initialized do some stuff initialized true beforescenario upontype scenariotype example public void beforeexample beforescenario code this is annoying and should be fixed there are some ways how to fix it i can think of simple add another value to scenariotype enum e g any but in this case the name of the enum starts to feel bad more work add annotation e g beforescenariocase what do you think is better am i missing something propose a solution and i can submit a patch ,Improvement
ensure lazy initialisation in configurableembedder configuredembedder i stumbled upon a beheavior of this method code org jbehave core configurableembedder configuredembedder code it always calls these methods when being called code embedder useconfiguration configuration embedder usecandidatesteps candidatesteps embedder usestepsfactory stepsfactory code this had some unexpected side effects for me for example i am logging which steps are being used since i call configuredembeder multiple times the method stepsfactory is called multiple times even if i use just instance of embedder it is called many times since the jbehave framework calls configuredembedder many times maybe it would be good if there is another method added to org jbehave core configurableembedder called configureembedder which actually configures the embedder every time when it is called but the method configuredembedder should maybe be implemented with lazy initialization so that the calls in its method are just executed once i tried this in the class which i extend from junitstories but then the meta filtering does not work for some strange reason so i could not find a solution for this ,Improvement
images failing screenshot png missing duplicating issue that i filed here in commit f a fcd da d ce e d f f e a reference to images failing screenshot png was added however i do n't see a corresponding commit in futhermore i do n't quite understand why the screenshot itself is n't inlined by default there is a link to the correct screenshot but the ' thumbnail image ' is n't found how about code img src screenshots failed scenario png alt failing screenshot code instead of code a color black href screenshots failed scenario png img src images failing screenshot png alt failing screenshot a code we are only talking about the ' failed ' case here so it 's not like the complete report is littered with screenshots assuming of course your tests succeed most of the time wink lastly as a workaround you can use this format instead if you want to have inline images code public class mywebdriverhtmloutput extends htmloutput public static final org jbehave core reporters format my web driver html new mywebdriverhtmlformat public mywebdriverhtmloutput printstream output keywords keywords super output failedpatternproperties keywords private static properties failedpatternproperties properties properties new properties properties put failed div class step failed span class keyword failed span br span class message failed span br img src screenshots failed scenario png alt failing screenshot div n return properties private static class mywebdriverhtmlformat extends org jbehave core reporters format public mywebdriverhtmlformat super html override public storyreporter createstoryreporter fileprintstreamfactory factory storyreporterbuilder storyreporterbuilder factory useconfiguration storyreporterbuilder fileconfiguration html return new mywebdriverhtmloutput factory createprintstream storyreporterbuilder keywords doreportfailuretrace storyreporterbuilder reportfailuretrace docompressfailuretrace storyreporterbuilder compressfailuretrace code ,Bug
add replacing table transformer a table transformer that will replace all values according to a regex,Improvement
allow storymanager to calculate story durations the story durations as calculated in the poststorystatisticscollector are not reliable in multi threading executions the storymanager should be responsible for their calculation the duration and hence the timeout should be calculated from the start of the callable task and not the submission ,Improvement
add jirametamatcher a metamatcher that looks up a jira issue via rest and allows the meta if the issue is open ,New Feature
lifecycle steps not aware of examples table data because the lifecycle object containing all the before after steps runs as a separate thing if any of those steps needs data from the examples table of each scenario it will not be found example lifecycle before given that i am looged as user scenario test when i do something then bleh examples user password usera passworda userb passwordb in this example the runner will not find a matching step because the method for the log in is expecting data but because the step is in the lifecycle the examples table is not provided to it,Bug
saucelab implementation for etsy selenium java spring project in jbehave tutorial hi currently i 'm able to see the saucelabs implementation only in etsy selenium groovy pico project in github but could you please implement the same in etsy selenium java spring project also please let us know how this is going to be work in saucelabs for java spring project with parallel runs ,Improvement
 beforescenario runs for every steps file that are instanciated when i run my scenario that are using multiple steps files the method that are annotated with beforescenario runs for each steps file i m excpecting it to only run per scenario not per steps file,Bug
storyreporter has no afterstep method i discovered that org jbehave core reporters storyreporter has no method afterstep it seems to have been forgotten so i created a jira issue for this ,Bug
add i n to gherkin support the i n example uses the regexstoryparser keywords keywords constructor but for gherkinstoryparser i n does n't seem to be supported could you add a gherkinstoryparser keywords keywords constructor example documentation for gherkin stories not written in english natural language is a core feature of bdd and we 'd like to use the emerging gherkin standad for story styntax ,New Feature
regression configuration method inherited from junitstories class not being overridden when creating a junitstories class the overridden configuration method is no longer executed starting in jbehave i also tested this with and beta and the issue persists only by changing the dependency version in my pom back to does the method override correctly again i have attached my storyreporter class the abstract class where the issue presents when version and an example embeddable junitrunner class that inherits from it mystoryreporter class is simply a reporter that prints information to system out where every callback prints a line starting with jbehave and emits whatever information is available you can run any story file from resources and see that the storyreporter does not get used unless you are on a version prior to you can also add a breakpoint in configuration and see that the breakpoint will be hit in but is never hit in and later ,Bug
when using givenstories the normal scenario is not excecuted when running a scenario with givenstories only the story in the file specified in the givenstories are run not the main story ,Bug
underscores in step parameters unsupported since jbehave starting with jbehave underscores are no longer supported in step parameters eg the following step annotation used to work with jbehave and before but results in a pending step when using and given a step containing an underscore in a parameter test param this must be related to jbehave and jbehave ,Bug
writing stories in plain english with words convertible to boolean provide an enum to allow story writers to write natural prose while developers can enjoy getting booleans for free quoting from the javadoc example of use given the following candidate step code given a stock of symbol symbol withthreshold a threshold public void astock string symbol booleanword withthreshold stock new stock symbol withthreshold withthreshold toboolean code it is then possible to write the following scenarios code scenario a stock with threshold given a stock of symbol aaa with a threshold when then scenario a stock with no threshold given a stock of symbol aaa without a threshold when then code please note that this depends on jbehave it would be nice if we could find an elegant way to internationalise the enum constants where there is only enum constant for each boolean word and the translations are kept in an external file any ideas ,New Feature
add fluentenumconverter able to convert lower cased space separated values to enums copying pasting from the javadoc an enumconverter allowing stories prose to be more natural before performing the actual conversion it transforms values to upper case with any non alphanumeric character replaced by an underscore ' ' example assuming we have defined the step given i am on the page which is mapped to the method iamonpage pageenum page we can then write in a scenario given i am on the login page instead of given i am on the login page warning this requires enum constants to follow the standard conventions for constant names i e all uppercase letters with words separated by underscores ,New Feature
stepcreator does n't support method generics parameters the issue is described here there is an example project attached description the scenario fails because org jbehave core steps parameterconverters parameterconvertionfailed no parameter converter for interface java util list ' if i debug he passes through the stringlistconverter but in the accept method the type is not an instance of parameterizedtype because in the stepcreator class you use method getparametertypes that does n't retrieve de generics but the class type so java util list solution stepcreator at line should be type parametertypes method getgenericparametertypes and the parameter class should receive a type instead of a class type,Bug
allow matching of lifecycle after steps by meta filter add new lifecycle element to specify the meta filter to match the after steps by outcome the matching should be made against the meta specified at scenario level ,Improvement
context view does not seem to work anymore in x i changed a project from jbehave to beta this caused that the context view is not displayed anymore i use the same code for applying the context view like i see in the jbehave examples today org jbehave examples core corestories you can use this example project to reproduce it sproradically the context view seems to work for example when i was using a composite step as the first executed step if i remember it correctly some things have been changed in jbehave for instance org jbehave core reporters crossreference getstepmonitor is deprecated but it is not documented what the new way is does the contextview still work in jbehave beta are you aware that it is obviously broken ,Bug
add table formatting add table formatting command ctlr f or cmd f for selected text formatting should also convert tabs as exported e g from a spreadsheet to table separators ,New Feature
concurrentmodificationexception in crossreference outputfile when tests are executed massivley multithreaded from time to time a concurrentmodificationexception is thrown when jbehave tries to write a report file trace code java util concurrentmodificationexception at java util hashmap hashiterator nextentry hashmap java at java util hashmap keyiterator next hashmap java at com thoughtworks xstream converters collections collectionconverter marshal collectionconverter java at com thoughtworks xstream core treemarshaller convert treemarshaller java at com thoughtworks xstream core treemarshaller convertanother treemarshaller java at com thoughtworks xstream converters reflection abstractreflectionconverter marshallfield abstractreflectionconverter java at com thoughtworks xstream converters reflection abstractreflectionconverter writefield abstractreflectionconverter java at com thoughtworks xstream converters reflection abstractreflectionconverter init abstractreflectionconverter java at com thoughtworks xstream converters reflection abstractreflectionconverter domarshal abstractreflectionconverter java at com thoughtworks xstream converters reflection abstractreflectionconverter marshal abstractreflectionconverter java at com thoughtworks xstream core treemarshaller convert treemarshaller java at com thoughtworks xstream core treemarshaller convertanother treemarshaller java at com thoughtworks xstream core treemarshaller convertanother treemarshaller java at com thoughtworks xstream converters collections abstractcollectionconverter writeitem abstractcollectionconverter java at com thoughtworks xstream converters collections collectionconverter marshal collectionconverter java at com thoughtworks xstream core treemarshaller convert treemarshaller java at com thoughtworks xstream core treemarshaller convertanother treemarshaller java at com thoughtworks xstream converters reflection abstractreflectionconverter marshallfield abstractreflectionconverter java at com thoughtworks xstream converters reflection abstractreflectionconverter writefield abstractreflectionconverter java at com thoughtworks xstream converters reflection abstractreflectionconverter init abstractreflectionconverter java at com thoughtworks xstream converters reflection abstractreflectionconverter domarshal abstractreflectionconverter java at com thoughtworks xstream converters reflection abstractreflectionconverter marshal abstractreflectionconverter java at com thoughtworks xstream core treemarshaller convert treemarshaller java at com thoughtworks xstream core treemarshaller convertanother treemarshaller java at com thoughtworks xstream core treemarshaller convertanother treemarshaller java at com thoughtworks xstream core treemarshaller start treemarshaller java at com thoughtworks xstream core abstracttreemarshallingstrategy marshal abstracttreemarshallingstrategy java at com thoughtworks xstream xstream marshal xstream java at com thoughtworks xstream xstream marshal xstream java at com thoughtworks xstream xstream toxml xstream java at com thoughtworks xstream xstream toxml xstream java at org jbehave core reporters crossreference outputfile crossreference java at org jbehave core reporters crossreference outputtofiles crossreference java at org jbehave core reporters crossreference afterstory crossreference java at org jbehave core reporters concurrentstoryreporter afterstory concurrentstoryreporter java at org jbehave core embedder storyrunner runcancellable storyrunner java at org jbehave core embedder storyrunner run storyrunner java at org jbehave core embedder storyrunner run storyrunner java at org jbehave core embedder storymanager enqueuedstory call storymanager java at org jbehave core embedder storymanager enqueuedstory call storymanager java at java util concurrent futuretask run futuretask java at java util concurrent threadpoolexecutor runworker threadpoolexecutor java at java util concurrent threadpoolexecutor worker run threadpoolexecutor java at java lang thread run thread java code ,Bug
use of constant or expression in step priority results in missing step candidates the code for parsing the priority attribute of the jbehave annotations assumes that the value is an integer literal when it encounters a value that is a constant or expression it stops parsing the file and any steps that appear after the problematic are missed i do n't think there 's an easy way to evaluate the priority in these cases without involving the java compiler but an improvement would be to use the default priority or none at all and at least parse the rest of the steps in the file ,Bug
archetypes featuring a stepmonitor with jframecontextview what about adding the nice jframecontextview in all of the archetypes i 've started with the archetype simple if you like the idea i can add it to all ,Improvement
failinguponpendingsteps strategy not honoured when i run a story jbehave exits without waiting for the story results the same stories work perfectly in version ,Bug
multi threading in scenarios example tables we have many stories and story has scenarios it cost much time to run all of them by serial i know jbehave support multi threaded story execution capability could you also support multi threaded in scenario level and different data in example table ,Improvement
storyreporterbuilder withreporters breaks tests when using storyreporterbuilder withreporters new customjbehavestoryreporter the build not only somehow passes all the tests but still shows build fails but also nothing except given stories and after story are executed for instance the methods afterstep or other methods do not run in the customjbehavestoryreporter any help would be much appreciated ,Bug
givenstories are not working for me in jbehave web selenium beta hi i am new in jbehave and trying to setup automation framework using jbehave and selenium i am using ivy to execute the test i could able to do that successfully givenstories are not working for me i am sorry if this is not the right place to ask this question after trying for couple days and looking into the comments that givenstories works for everyone just sharing my example with experts if they help me out and point me what i am doing wrong ivy xml code dependencies todo the jbehave web selenium module uses an older selenium that does n't support modern firefox trying to stay on the latest selenium the beta below supports the new version of selenium we 'll see how buggy it is dependency org org jbehave web name jbehave web selenium rev beta dependency org org jbehave name jbehave rev dependency org org jbehave name jbehave core rev artifact name jbehave core type jar dependency dependency org org jbehave name jbehave ant rev dependency org org jbehave name jbehave distribution rev dependency org org seleniumhq selenium name selenium java rev dependency org org seleniumhq selenium name selenium support rev dependencies basetest java is attached which extends junitstories runasstories java is attached which extends basetest java this the entry point for me to execute stories file are attached common story this will be executed before some of the scenarios page story this will use givenstories to call common story this is present in a different package i tried keeping them in same package page story this will use givenstories to call common story for some of the scenarios what is happening here it open the browser and execute steps in common story then closes the browsers it open another browser and try to execute page story and it do not execute common story even path specified for givenstories it starts from and try to execute first page of application appears can someone please help in this and let me know if i need to updage any thing here ,Bug
allow metamatcher to be injectable to support custom implementations and extensibility of the meta matching the metamatcher should be injectable and default to the implementations provided in core if not injected ,Improvement
lifecycle steps after upon outcome in jbehave it is possible to use lifecyle steps which add steps before and after each scenario quote lifecycle before given i have a bank account and my balance is after then my balance is archived quote if a step of the scenario fails then the after steps are not executed this might be good in some situations but in another situations it would be good that the after steps are executed even in case of a failure for example could do some cleanups there can you please improve this so that it can be specified upon which outcome type the after steps are called in the story ,Improvement
upgrade selenium version i am using jbehave web with selenium which in turn support till mozilla v could you please upgrade jbehave web to support latest selenium webdriver and mozilla versions ,Improvement
reports should support configurable multiple view types currently reports view supports only the list view other view types should be supported e g tree or graph ,Improvement
allow timeout to be disabled by a value there are circumstances when stories should run without timeout a value for timeout should be interpreted as a story never timing out ,Improvement
localized story in a german version shows different behavior than english version i tried to use jbehave stories with german locales see text below and the attached example but und steps of the german story are n't fully recognized it is working with just und step but not with an additional english version of the story works fine even with and based step candidates ps by the way jbehave offers an annotation at and in this example report but there exists no at and annotation in jbehave step class public class kreditausfallversicherung at given sei eine kreditausfallversicherung mit einer laufzeit bis zum enddate public void maturitydateofcds string maturity system out println given maturitydateofcds maturity at given einer ausfallpr u e mie von spread pro jahr public void spreadandpaymentfrequency double spread system out println given spreadandpaymentfrequency spread at given einer konkursquote von recoveryrate public void andeinerkonkursquotevon double recoveryrate system out println given andeinerkonkursquotevon recoveryrate at when die kreditausfallversicherung bewertet wird public void wenndiekreditausfallversicherungbewertetwird system out println when wenndiekreditausfallversicherungbewertetwird at then wird zum presentdate der aktuelle wert presentvalue eur erwartet public void erwartet string presentdate double presentvalue system out println then erwartet presentdate presentvalue snipp german version erz hlung um eine kreditausfallversicherung als h ndler zu bewerten m chte ich den aktuellen wert berechnen vorher gegeben sei folgende risikolose zinskurve tage zinssatz szenario berechnung mit einer konkursquote von given maturitydateofcds gegeben sei eine kreditausfallversicherung mit einer laufzeit bis zum given spreadandpaymentfrequency und einer ausfallpr mie von pro jahr und einer konkursquote von ausstehend wenn die kreditausfallversicherung bewertet wird nicht ausgef hrt dann wird zum der aktuelle wert e eur erwartet nicht ausgef hrt at and einer konkursquote von at pending public void andeinerkonkursquotevon ausstehend snipp english version narrative in order to have the present value of a cds as a trader i want to calculate it scenario calculation with a recovery rate of step given maturitydateofcds given a creditdefaultswap with maturity date step given spreadperyear and a spread of per year step given recoveryrate and a recovery rate of step when itscalculated when its calculated step then expectvalueatriskdate then we expect at a present value of e eur,Bug
update jbehave needle to support latest version of needle j needle mock dependency framework reinvented itself and changed to a company independent needle j framework along with package renaming the project became a top level maven central project this change should be adopted in the jbehave needle in order to support latest needle version ,Improvement
polish language support this task is depend on polish leywords are there,Improvement
support both synchronous and delayed storyreporter in concurrentstoryreporter currently the the following is concurrentstoryreporter 's constructor code concurrentstoryreporter storyreporter crossreferencing storyreporter delegate boolean multithreading code i am just restate what is currently implementing crossreference was using storyreporter mechanic x to report on the duration stats which is only be taken if caller synchronously call the listener 's interface when multithread is true i e thread i have a feeling that the constructor would be removed since crossreference was refactored i was using the storyreporter crossreferencing parameter to support real time view of context contextview contextstoryreporter i hope you explicitly support this feature when removing crossreference parameter ,Improvement
unable to resolve dependencies using ant when following to resolve dependencies using ant the following error occurs copy dependencies artifact pom downloading org jbehave jbehave jbehave pom from reposit ory atlassian at artifact pom transferring k from atlassian artifact pom warning checksum failed checksum failed on download loca l ' ffbd afe cdf b c fc c c ' remote ' html artifact pom head title ' retrying artifact pom downloading org jbehave jbehave jbehave pom from reposit ory atlassian at artifact pom transferring k from atlassian artifact pom warning checksum failed checksum failed on download loca l ' ffbd afe cdf b c fc c c ' remote ' html artifact pom head title ' ignoring artifact pom an error has occurred while processing the maven artifact tasks artifact pom diagnosis artifact pom artifact pom unable to initialize pom pom xml can not find parent org jbehave jbehave for project null jbehave distribution pom null for project null jbehav e distribution pom null artifact pom not a v pom for project org jbehave jbehave at c path m repository org jbehave jbehave jbehave pom artifact pom having a look at the corresponding pom file discovers html head title moved permanently title head body bgcolor white center h moved permanently h center hr center nginx center body html the reason for this is that the distributed settings xml refers to an outdated url at the atlassian repo when changing the urls in the settings xml from to the issue is resolved this issue has been tested and can be reproduced for jbehave distribution and beta ,Bug
parametrised step is rendered incorrectly if there is more than parameter and a table when having exemples tables parameter with other parameter table is not transformed in generated reports error comes from stepcreator steptext steptext replace newline parameter value newline witch is done even if there is a table for instance given table my table with data instrument amount aud nzd for step given table table with data examples public void giventablewithdata string table examplestable examples ,Bug
resolvetopackagedname path resolver is broken on windows current implementation of ' org jbehave core reporters fileprintstreamfactory resolvetopackagedname ' is the following code java public static class resolvetopackagedname extends abstractpathresolver public string resolvename storylocation storylocation string extension string name storylocation getpath replace ' ' ' ' if name startswith name name substring return stringutils substringbeforelast name extension code in the case storylocation is represented by url noformat storylocation codelocation file c users dpelevin git test build classes test storypath file c users dpelevin git test build resources test stories test story storypathisurl true noformat we will get name with unescaped ' ' characters noformat c users dpelevin git test build classes jbehave file c users dpelevin git test build resources test stories test stats noformat such names are not valid on windows and jbehave fail with noformat java io filenotfoundexception c users dpelevin git test build classes jbehave file c users dpelevin git test build resources test stories test stats syntax error in the file name directory name or volume label java io fileoutputstream open native method java io fileoutputstream init fileoutputstream java org jbehave core reporters fileprintstreamfactory fileprintstream init fileprintstreamfactory java org jbehave core reporters fileprintstreamfactory createprintstream fileprintstreamfactory java org jbehave core reporters format createstoryreporter format java org jbehave core reporters storyreporterbuilder reporterfor storyreporterbuilder java org jbehave core reporters storyreporterbuilder build storyreporterbuilder java org jbehave core configuration configuration storyreporter configuration java org jbehave core embedder storyrunner reporterfor storyrunner java org jbehave core embedder storyrunner runcancellable storyrunner java org jbehave core embedder storyrunner run storyrunner java org jbehave core embedder storyrunner run storyrunner java org jbehave core embedder storymanager enqueuedstory call storymanager java org jbehave core embedder storymanager enqueuedstory call storymanager java java util concurrent futuretask run futuretask java java util concurrent threadpoolexecutor runworker threadpoolexecutor java java util concurrent threadpoolexecutor worker run threadpoolexecutor java java lang thread run thread java noformat workaround use ' org jbehave core reporters fileprintstreamfactory resolvetosimplename ' instead of ' resolvetopackagedname ' possible solution use only substring that start from next character after last ' ' in this case we will cut off protocol and disk name preserving only full path from the disk root invalid of invalid name noformat c users dpelevin git test build classes jbehave file c users dpelevin git test build resources test stories test stats noformat we will get valid noformat c users dpelevin git test build classes jbehave users dpelevin git test build resources test stories test stats,Bug
support for class based aop in step classes in spring when i add enableaspectjautoproxy in my spring setup with the bundled steps factory my step beans ca n't be found i 've done my own steps factory it assumes the use of a specific type annotation on the step classes to make it more clear which beans to explore but that can be removed in a more general case here it 's how it looks like wip code public class enhancedspringstepfactory extends abstractstepsfactory private static final logger logger loggerfactory getlogger enhancedspringstepfactory class private final applicationcontext context public enhancedspringstepfactory applicationcontext context configuration config super config this context context override public object createinstanceoftype class type return context getbean type override protected list class stepstypes set class result new hashset map string object beans context getbeanswithannotation steps class for map entry string object kv beans entryset logger info possible candidate step class found in bean kv getkey final class target if aoputils isaopproxy kv getvalue logger info bean is an aop proxy kv getkey target aopproxyutils ultimatetargetclass kv getvalue logger info extracted class name from bean target getname kv getkey else logger info bean is directly of type not aop enveloped kv getkey kv getvalue getclass getname target kv getvalue getclass if hasannotatedmethods target if result add target todo log sth scoped else logger warn bean did not contain any jbehave annotated methods kv getkey return new linkedlist result code in my case it seems to work i assume that by returning the underlying target type in the steptypes method and not the proxy type the matching logic of jbehave should work out of the box do you foresee any problem with this kind of approach if no i can try a pull request ,Improvement
