"summary","type"
"Story editor does not resolve steps from referenced projects or jars on classpath JBehave Story Editor does not resolve any steps declared in a separate library available on the classpath. 

Raised by Github issue #5: https://github.com/jbehave/jbehave-eclipse/issues/5 
Pull Request in issue #9: https://github.com/jbehave/jbehave-eclipse/pull/9 (includes unit tests)","non-feature containing"
"Story execution continues with steps even of failure of GivenStory In case of sceanrio level given story as follows: 

Meta: 
@storyName my.story 
Scenario: Testing given story failure 
Meta: 
@index 1 
@dummy 
GivenStories: test.story 
Given the given story is successfull 
Then execute then in my.story 


Even when the GivenStory[test.story] fails, the execution continues with the next steps in the calling story[ie my.story]. which should not be the case.","non-feature containing"
"Story execution continues with steps even of failure of GivenStory Story execution continues with steps even of failure of GivenStory. If there are two given stories, if there is a failure in GivenStory1, in console it was showing but executing the second Given story. How to fix this. 
","non-feature containing"
"Story execution not failing-fast when ignoreFailuresInStories=false This is a regression introduced with multi-thread support.","non-feature containing"
"Story meta incorrectly parsed when GivenStories are specified at story level When meta info is mentioned as below, with GivenStories at story level, the value of meta property gets appended with the GivenStories line. 

For example for a story file as below 
Meta: 
@storyName ReuseBitrate 
GivenStories:EndToEnd.story 

Scenario: Verifying ReuseBitrate functionality 
Given Step1 
Then Step2 

The value of @storyName appears with the next line (without quotes) 
""ReuseBitrate 
GivenStories:EndToEnd.story""","non-feature containing"
"Story narratives Given a story file with several scenarios
Given the story has a narrative
When I output the scenarios
Then I should see the narrative","feature containing"
"Story reporter in the XML format does not include the story narrative in the story title XML attribute XML report builder produces a report with a empty ""title"" attribute of the ""story"" elment if the executed story contains a narrative e.g. <story title=""""> 

If the executed story does not contain a narrative then a empty ""title"" attribute is still produced. 

I would expect a story narrative to be contained in the ""title"" attribute if the story provides one or no ""title"" attribute should be provided if the story contains no narrative 

Attached testcase has only been tested on the 3.1.x versions","non-feature containing"
"Story reports not being published via Hudson Plugin When the jBehave/xUnit plugin kicks in after our stories have executed, it fails to copy the reports with the following error: 

{quote} 
[xUnit] [INFO] - Starting to record. 
[xUnit] [INFO] - Processing JBehave-3.x 
[xUnit] [INFO] - [JBehave-3.x] - 3 test report file(s) were found with the pattern '**/jbehave/*.xml' relative to 'C:\bin\hudson\hudson_home\jobs\ConvergencePilotIntegrationTests\workspace' for the testing framework 'JBehave-3.x'. 
[xUnit] [ERROR] - The result file 'C:\bin\hudson\hudson_home\jobs\ConvergencePilotIntegrationTests\workspace\ConvergencePlayerManagementIntegrationTests\target\jbehave\BeforeStories.xml' for the metric 'JBehave' is empty. The result file has been skipped. 
[xUnit] [WARNING] - All test reports are empty. 
[xUnit] [INFO] - Check 'Failed Tests' threshold. 
[xUnit] [INFO] - Check 'Skipped Tests' threshold. 
[xUnit] [INFO] - Setting the build status to SUCCESS 
[xUnit] [INFO] - Stopping recording. 
{quote} 

I have confirmed that all xml files are indeed generated (see attached).","non-feature containing"
"Story titles Given a story with several scenarios
Given the story has a title
When I run the story
Then I should see the title in the output","feature containing"
"StoryFinder should be responsible for finding story paths and runnable stories StoryFinder should be a facade for finding in different guises. 

It should allow the finding of textual story paths from a base search dir using include/exclude patterns. 

It should allow for prefixing all the paths founds with a given prefix - in other to easily created URL-based paths. 

All story paths should be normalised paths with '/' as separator. 

It should allow the finding of java sources and creation of corresponding RunnableStory instances using a given EmbedderClassLoader.","feature containing"
"StoryFinder.findPaths is missing the parameter (URL, List, List) findPaths has 3 parameter variants and is missing (URL, List, List) 
currently the actual implementation uses a String for searchIn and converts the URL to the path if called with an URL, but this may change if other urls than file: should be supported.","feature containing"
"StoryMaps could link back to Story source, or colored (HTMLified) story output. Refer http://screencast.com/t/g55A47cH0x 

Cant click the story name to go anywhere :-(","feature containing"
"StoryMaps view could have more information Refer http://screencast.com/t/g55A47cH0x 

1) Column called ""+author *"" would be better titled ""has author"" 

2) For that column, rather than 'x' in the cells, it would be better with the variance - 'Mauro' in this case.","feature containing"
"StoryParser should look for starting keywords only after a newline In some languages, e.g. Italian, Portuguese and Spanish, the ""And"" keyword is translated as a single letter (""E"" or ""Y"") which makes it possible to find in some textual acronym. If the acronym ends in that letter, the parser will consider it a new step. 

A comprehensive solution would be to require that RegexStoryParser identifies the second occurrence of a keyword in scenario text only if preceded by a newline. 

This solution would also allow users to easily comment out steps prefixing the starting work (on same line with !-- keyword)","feature containing"
"StoryReporter being executed 3 times Hi, 
I'm implementing my own Reporter by extending StoryReporter.

The thing is , each override method being executed 3 times (one after another) before the the execution moves to next method in the execution flow

For example : beforeStory (3 executions) ---> beforeScenario (3 executions) ---> afterScenario (3 executions)


The running file looks like :

{color:#d04437}public abstract class GenericScenario extends JUnitStories {
    //set system time property in order to be appended to the log file
    static {
        SimpleDateFormat dateFormat = new SimpleDateFormat(""dd MMM yyyy - HH:mm:ss"");
        System.setProperty(""systemDate"" , dateFormat.format(new Date()));
    }

    public GenericScenario(){
        Embedder embedder = configuredEmbedder();
        embedder.embedderControls().useStoryTimeouts(PropertiesSingelton.getInstance().getProperty(""timeout""));
        embedder.useTimeoutParsers(new MyParser());
        embedder.configuration().useParameterConverters(
                configuration().parameterConverters().addConverters(
                        new ParameterConverters.EnumConverter()));

        //adding skip support
        configuredEmbedder().useMetaFilters(Arrays.asList(""-skip""));
    }
    public class MyParser implements StoryTimeouts.TimeoutParser{
        public boolean isValid(String timeout) {
            return timeout.matches(""(\\d+)sec"");
        }

        public long asSeconds(String timeout) {
            return Long.parseLong(StringUtils.substringBefore(timeout, ""sec""));
        }
    }

    @Override
    public Configuration configuration(){
        return new MostUsefulConfiguration().useStoryLoader(
                    new LoadFromClasspath(this.getClass()))
                .useStoryReporterBuilder(storyReporter.withDefaultFormats()
                        .withFormats(Format.TXT , Format.CONSOLE )
                        .withReporters(new MyStoryReporter()))
                .useStoryControls(new StoryControls().doSkipScenariosAfterFailure(true));
    }


    StoryReporterBuilder storyReporter = new StoryReporterBuilder() {
        /**
         * The builder is configured to build with the
         * StoryReporterBuilder.Format.STATS as default format. To change
         * the default formats the user can override the method:
         */
        @Override
        public StoryReporterBuilder withDefaultFormats() {
            return withFormats(Format.CONSOLE);
        }
    };

    @Override
    public InjectableStepsFactory stepsFactory(){
        return new InstanceStepsFactory(configuration(), new classes .... );
    }

    @Override
    protected abstract List<String> storyPaths();
}{color}


Any idea how to overcome the issue ?

I've uploaded a simple example project where you reproduce the issue.
Pls see that the Before/After stories is being executed several times , same has happens with the rest methods I'm implementing.

{color:#d04437}Processing system properties {}
Using controls EmbedderControls[batch=false,skip=false,generateViewAfterStories=true,ignoreFailureInStories=false,ignoreFailureInView=false,verboseFailures=false,verboseFiltering=false,storyTimeouts=60,threads=1,failOnStoryTimeout=false]

(BeforeStories)
before ------ BeforeStories
before ------ BeforeStories
before ------ BeforeStories

after ------ 
after ------ 
after ------ 

(AfterStories)
before ------ AfterStories
before ------ AfterStories
before ------ AfterStories

after ------ 
after ------ 
after ------ 
Generating reports view to '/Users/ie54553/Desktop/JbehaveExample/target/jbehave' using formats '[console, txt, console, mystoryreporter, console, txt, console, mystoryreporter, console, txt, console, mystoryreporter]' and view properties '{navigator=ftl/jbehave-navigator.ftl, views=ftl/jbehave-views.ftl, reports=ftl/jbehave-reports.ftl, nonDecorated=ftl/jbehave-report-non-decorated.ftl, decorated=ftl/jbehave-report-decorated.ftl, maps=ftl/jbehave-maps.ftl}'
Disconnected from the target VM, address: '127.0.0.1:49948', transport: 'socket'
Reports view generated with 0 stories (of which 0 pending) containing 0 scenarios (of which 0 pending)

Process finished with exit code 0{color}

Thanks","non-feature containing"
"StoryReporter forces me to write non thread safe code The StoryBuilder interface includes the following methods 

void beforeStory(Story story, boolean givenStory); 
void beforeScenario(String scenarioTitle); 
void beforeExamples(List<String> steps, ExamplesTable table); 

Which forces me to store the story and scenario in local variables in order to know exactly which examples are about to be run in my beforeExamples method. This results in a slightly ugly but definately not thread safe StoryBuilder implementation. It also forces me to implement beforeStory() and beforeScenario() when I was actually only interested in beforeExamples() 

If the methods were: 
void beforeStory(Story story, boolean givenStory); 
void beforeScenario(Story story, boolean givenStory, String scenarioTitle); 
void beforeExamples(Story story, boolean givenStory, String scenarioTitle, List<String> steps, ExamplesTable table); 

I would not need to keep track of the current state and my implementation could be Thread safe (and prettier).","feature containing"
"StoryReporter has no afterStep(...) method I discovered that org.jbehave.core.reporters.StoryReporter has no method afterStep(...). 

It seems to have been forgotten, so I created a Jira issue for this.","non-feature containing"
"StoryReporter.beforeStory invoked after story execution when multithreaded With multiple JBehave threads the beforeStory method of a StoryReporter is invoked after the story has been actually performed.

(sample project is available here: https://github.com/csabakoncz/serenity-projects/tree/master/jbehave-multithreaded)

I am using the StoryReporter in single-threaded mode to expose information on the currently executing story to the step implementations. 
This way I can generate meaningful logs/screenshot file names.

Is there any other way to access the Story object in a step implementation that works also in multithreaded mode?","non-feature containing"
"StoryReporter.restartedStory() is printed on a Closed Stream in PrintStreamOutput Class After a Story is restarted, StoryReporter.restartedStory() call is made after StoryReporter.afterStory() is invoked.

This results in a Closed stream for non System.out based OutputStreams. 

As a result of this issue, is not possible to know that Story has been restarted, other than looking the System.out stream.

A Maven project that demostrates this (while debugging!), has been created at https://github.com/rjimgal/jbehave-stream-closed","non-feature containing"
"StoryReporterBuilder code location should be settable from the output directory by Ant tasks and Maven goals The Maven plug-in does not configure a code location on the embedder's {{storyReportBuilder}}, therefore the story reporter will attempt to find story stats files in a directory relative to the current directory, and write the reports relative to the current directory as well. 

Example project structure: 
{noformat} 
/ 
/app 
/app-stories 
{noformat} 

If the {{app-stories}} project uses the JUnit integration to run stories, its output files will correctly be written to {{/app-stories/target/jbehave}}. 
A {{generate-stories-view}} mojo configured in {{app-stories/pom.xml}} will not find those output files and write the {{reports.html}} to the incorrect directory, unless the Maven build is started in the {{app-stories}} module directory. 

For instance, in the root directory: 
{noformat} 
mvn verify -pl :app-stories 
{noformat} 

would search for story output files in /target/jbehave, not find anything, and write an empty {{reports.html}} to /target/jbehave/views. 

Note that the {{unpack-view-resources}} mojo in the same {{pom.xml}} will work correctly, because it uses a different (and correct) way of configuring the output directory. 

Suggestion: 
Use the {{project.build.outputDirectory}} or {{project.build.testOutputDirectory}} properties to derive the story reporter builder code location from within the mojo.","feature containing"
"StoryReporterBuilder does not have an easy way to provide custom StoryReporter(s) I recently wanted to add my own StoryReporter to every story and found it quite difficult. 

It would be great if StoryReporterBuilder could have one of the following methods added 
withStoryReporters(StoryReporter... storyReporters) 
addStoryReporter(StoryReporter storyReporter) 

The only way I could find was to override StoryReporterBuilder.build(String storyPath) and use a DelegatingStoryReporter to include my custom storyReporter(s).","feature containing"
"StoryReporterBuilder fails to parse test results if story has GivenStories In case of story with GivenStories JBehave raport is broken. Although few scenarios has been successfully performed - ""Scenarios"" and ""Steps"" are missing. Duration is improperly set to zero. 

{code:title=Example of problematic story:|borderStyle=solid} 
@author Przemyslaw Kwiecien 
@organization Example Organization Systems Ltd. 

GivenStories: com/sample/qa/stories/functionality1.story#{id06:create_something_with_rates}, 
com/sample/qa/stories/other.story#{id09:full_sample} 

Scenario: Create Something 
. 
. 
. 
{code} 
Report generated with such story is attached as ""jbehaveBrokenReport.jpg"". 
If GivenStories is replaced by corresponding steps report is fine (""jbehaveBrokenReport-withoutGivenStories.jpg""). 
""jbehaveBrokenReport2.jpg"" file shows more errors caused by the same problem. This time more stories were run - duration is totally broken. 

I am using following JBehave versions: 
<jbehave.core.version>4.0-beta-9</jbehave.core.version> 
<jbehave.site.version>3.2</jbehave.site.version> 

{code:java|title=Configuration|borderStyle=solid} 
@Override 
public Configuration configuration() { 
Class<? extends SanityEmbedder> embedderClass = this.getClass(); 
ParameterConverters parameterConverters = new ParameterConverters(); 
ExamplesTableFactory examplesTableFactory = new ExamplesTableFactory(new LocalizedKeywords(), new LoadFromClasspath(embedderClass), parameterConverters); 
parameterConverters.addConverters(new ParameterConverters.DateConverter(new SimpleDateFormat(""yyyy-MM-dd"")), 
new ParameterConverters.ExamplesTableConverter(examplesTableFactory), new ParameterConverters.BooleanConverter(""true"", ""false"")); 

return new MostUsefulConfiguration() 
.useStoryLoader(new LoadFromClasspath(embedderClass.getClassLoader())) 
.useStoryParser(new RegexStoryParser(examplesTableFactory)) 
.useStoryReporterBuilder(new StoryReporterBuilder() 
.withCodeLocation(CodeLocations.codeLocationFromClass(embedderClass)) 
.withDefaultFormats() 
.withFormats(CONSOLE, TXT, HTML, XML) 
.withCrossReference(new CrossReference()) 
.withFailureTrace(true) 
.withFailureTraceCompression(false)) 
.useParameterConverters(parameterConverters) // use custom date pattern 
.useStepPatternParser(new RegexPrefixCapturingPatternParser( 
""$"")) // use '%' instead of '$' to identify parameters - this little devil is optional 
.useStepMonitor(new SilentStepMonitor()) 
.useParameterConverters(parameterConverters); 
} 
{code}","non-feature containing"
"StoryReporterBuilder method names should be more consistent Adopt with* convention for all builder methods that specify the build specification.","feature containing"
"StoryReporterBuilder::withReporters breaks tests. When using storyReporterBuilder.withReporters(new CustomJBehaveStoryReporter()) the build not only somehow passes all the tests but still shows build fails, but also nothing except given stories and after story are executed. For instance the methods afterStep or other methods do not run in the CustomJbehaveStoryReporter. Any help would be much appreciated.
","non-feature containing"
"StoryRunner failure strategy is not set when running before or after stories steps in multiple threads I got following exception when building attached project (mvn clean install): 

------------------------------------------------------------------------------- 
Test set: pl.mmadej.jbehave.JBehaveStoriesTest 
------------------------------------------------------------------------------- 
Tests run: 1, Failures: 0, Errors: 1, Skipped: 0, Time elapsed: 0.562 sec <<< FAILURE! 
[run_with_no_replacement.story](pl.mmadej.jbehave.JBehaveStoriesTest) Time elapsed: 0.343 sec <<< ERROR! 
org.jbehave.core.embedder.Embedder$RunningStoriesFailed: Failures in running before or after stories steps 
at org.jbehave.core.embedder.Embedder.runStoriesAsPaths(Embedder.java:210) 
at pl.mmadej.jbehave.JBehaveStoriesTest.run(JBehaveStoriesTest.java:99) 
at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) 
at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39) 
at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25) 

Please investigate. This error happens with jbehave 3.4. When I'm using 3.3.2 everything looks ok. 
Internally there is NPE in StoryRunner:76 -- currentStrategy.get().handleFailure(storyFailure.get()); 
currentStrategy.get() returns null. 

Please investigate. 
Thanks in advance for your help","non-feature containing"
"StoryRunner methods should use BehaviourListener instead of OutputStream StoryRunner methods should not be coupled to OutputStreams. Use BehaviourListener instead.

The methods using OutputStream should be deprecated in favour of BehaviourListener, with PlainTextScenarioListener as the default impl.

Refactor requires two methods to be added to BehaviourListener interface:

void printReport();
boolean hasBehaviourFailures();","feature containing"
"StoryRunner.runParametrisedScenariosByExamples does not execute the examples after the first failure Currently, the method StoryRunner.runParametrisedScenariosByExamples does not 
check the configuration and whenever a step fails all subsequent examples are 
reported as not performed. 

A simple fix would be to do this before calling the runScenarioSteps method: 

if(context.configuration().storyControls().resetStateBeforeScenario()) { 
context.resetState(); 
} 

Thanks","non-feature containing"
"StringListConverter converts an empty String to a one element List instead of an empty List Given a textual step:
{code}
Then string is ''
{code}

the following test will fail:
{code}
@Then(""string is '$params'"")
public void empty(List<String> params) {
ensureThat(params.isEmpty(), equalTo(true));
}
{code}

A more likely scenario would be a table example:
{code}
Scenario: <Guess> marks as <Mark>
Given the secret r,g,y,b
When I guess [Guess]
Then I should get [Mark]

Examples:
|Guess|Mark|
|c,c,c,c||
|b,c,c,c|m|
{code}
where the first row would fail if Mark were compared to an empty List.","non-feature containing"
"Summary report highlights problem with missing stats files We started to get some false positive results from our tests in our framework (JBehave 3.9.5 and Selenium 2.49.1 and Java 7). The firefox report shows them as having failed, the summary report shows them as not having run (no stats file).  The lack of stats file occurs about one in every 21 tests so out of our current ~200 scripts there are about 10 missing stats files.  What happens then is that if a failure coincides with a missing stats file then a false positive is given and potentially the build passes despite one or more test failures.","non-feature containing"
"Support 'And' after Given, When or Then Should be able to do:

Given <a context>
And <another context>
When <an event>
And <another event>
Then <an outcome>
And <another outcome>","feature containing"
"Support @With annotation Is it possible to support a With tag in scenarios. 

e.g. instead of using the following 

Given a new trade 
and trade price of $15 

the following would read better 

Given a new trade 
With trade price of $15","feature containing"
"Support Android WebDriver in PropertyWebDriverProvider Add android to the browser property of PropertyWebDriverProvider. The android web driver is a remote web driver implementation and requires a url of the web driver application running on the Android device or emulator. 

I have a basic Android web driver implementation I have been using while moving my tests over to JBehave. I have attached my code in case it may be of any use.","feature containing"
"Support AtomicInteger and AtomicLong parameters Atomic variables for multi-threading scenarios.","feature containing"
"Support Guava DirectExecutorService JBehave starting from version 4.1 depends on Google/Guava library in version 19.0
{{SameThreadExecutors}} class in jbehave-core uses a Guava method: {{MoreExecutors.sameThreadExecutor();}} that is deprecated in version 19 and is removed in newer versions.
According to the [MoreExecutors#sameThreadExecutor javadoc:|https://google.github.io/guava/releases/19.0/api/docs/com/google/common/util/concurrent/MoreExecutors.html#sameThreadExecutor()]

{quote}*Deprecated*. Use directExecutor() if you only require an Executor and newDirectExecutorService() if you need a ListeningExecutorService. *This method will be removed in August 2016.*
{quote}

----

The class {{MoreExecutors.sameThreadExecutor();}} should use newest {{MoreExecutors.newDirectExecutorService();}} instead of the deprecated method.","feature containing"
"Support HtmlUnit WebDriver in PropertyWebDriverProvider Add Browser enum HTML to support HtmlUnitWebDriver via value ""html"" for property ""browser"".","feature containing"
"Support Needle as DI and Mocking Framework I want to contribute a JBehave module supporting Needle as DI/Mocking framework (http://needle.spree.de/), similiar to other existing (Guice, Spring, Weld). As a result, one could use Needle inside of JBehave which would ease testing of JEE components. 

My first implementation is already committed to the fork: https://github.com/holisticon/jbehave-core 
Currently it already provides NeedleStepsFactory and I'm working on @UsingNeedle annotation right now.","feature containing"
"Support Spring AnnotationConfigApplicationContext A patch for jbehave-spring that allows for Java (Annotation) based Spring configurations 

Included are examples using annotations based configuration","feature containing"
"Support alternative narrative syntax Support the alternative narrative syntax ""As a, I want to, So that"", supported in core from 3.9 (JBEHAVE-905).","feature containing"
"Support annotated named parameters in Steps methods Currently, steps are matched on the basis of their natural order. 

Non-sequential parameter matching is a pre-requisite to support Scenario Templates (see JBEHAVE-130).","feature containing"
"Support both synchronous and delayed StoryReporter in ConcurrentStoryReporter Currently, the the following is ConcurrentStoryReporter's constructor
{code}
ConcurrentStoryReporter(StoryReporter crossReferencing, StoryReporter delegate, boolean multiThreading)
{code}

I am just restate what is currently implementing.
CrossReference was using StoryReporter mechanic (3.9.x) to report on the duration stats which is only be taken if caller synchronously call the listener's interface when multithread is true (i.e. thread > 1)

I have a feeling that the constructor would be removed since CrossReference was refactored.

I was using the StoryReporter crossReferencing parameter to support real time view of Context / ContextView / ContextStoryReporter.

I hope you explicitly support this feature when removing CrossReference parameter.




","feature containing"
"Support comments in plain-text scenarios It would be nice to have the ability to add comments in the plain-test scenarios. If we add any comments, the parser thinks they are the continuation of the previous line. To have comment support so that all lines preceded by # or -- or whatever get ignored, that would be a nice feature.","feature containing"
"Support composition of steps In order to be more effective in communication and in scenario development 
As a scenario writer 
I want to compose steps using existing steps 

Example: 

{noformat} 
Given <customer> has previously bought a <product> 
{noformat} 

Could be a composition of 
{noformat} 
Given <customer> is logged in 
When they put a <product> in their cart 
And go to checkout 
And pay using their registered card 
And go to the home page 
{noformat} 

Need to think about what options are available for the ""definition"" of the composition. 

Options include: annotations, step concatenation, etc ...","feature containing"
"Support for @Given/@When/@Then annotations in interfaces Right now, this kind of step is not supported. 
{CODE} 
public interface FooBarSteps { 
@Given(""whatever bla bla"") 
void givenWhateverBlaBla(); 

} 

public class FooBarStepsImpl { 
@Override 
public void givenWhateverBlaBla() { 
} 
} 
{CODE} 

The FooBarStepsImpl won't be detected as annotation-bearing class. 

However, I think it'd be great to support them. It would allow JDK Proxies for steps, and would allow separating step interface construction from actual step implementation. 

One example use-case would be making it possible to test, with the same stories, two ""client libraries"" with the same functionality but different APIs, by reimplementing the step classes using each library's API. 

I think the StepsFactory-related changes needed are simple (just take into account also interfaces when exploring methods for annotations), and I've identified also some changes needed in the Steps class. An ongoing, tentative and untested attempt for the required changes in the Steps class is here: 
https://github.com/flozano/jbehave-core/commit/1d7d002f16e7e786797b2240c535bfc0d13d97e0 

Any opinion about this?","feature containing"
"Support for Weld/Context and Dependency Injection framework Provide support for CDI (Context and Dependency Injection) using the Weld reference implementation http://www.seamframework.org/Weld","feature containing"
"Support for accented letters in step pattern placeholder names As it seems JBehave does not support multilanguage for parameter names. 

Unfortunately this Jira is not configured for umlauts, so I cannot paste the text into this ticket. See the first attached screenshot please for how the step looks like with umlauts. 

JBehave does not like the parameter names containing umlauts since they contain non-ASCII characters. 

This applies both to the Eclipse plugin and the core execution. 

Please see the attached screenshots which illustrate the problem. 

Can you please fix that so that umlauts are supported in JBehave parameter names?","feature containing"
"Support for alternative narratives in stories I would like to change the syntax for my scenarios. 

Currently supported syntax is 
In order to 
As A 
I Want 


I would like the ability to use: 

As A 
I Want 
So 

It would be nice to have a place to change the Key words used in the Narratives.","feature containing"
"Support for class-based AOP in step classes in Spring When I add @EnableAspectJAutoProxy in my spring setup, with the bundled steps factory, my step beans can't be found. 

I've done my own steps factory... it assumes the use of a specific type annotation on the step classes, to make it more clear which beans to explore, but that can be removed in a more general case. 

Here it's how it looks like (WIP): 
{CODE} 
public class EnhancedSpringStepFactory extends AbstractStepsFactory { 

private static final Logger LOGGER = LoggerFactory 
.getLogger(EnhancedSpringStepFactory.class); 

private final ApplicationContext context; 

public EnhancedSpringStepFactory(ApplicationContext context, 
Configuration config) { 
super(config); 
this.context = context; 
} 

@Override 
public Object createInstanceOfType(Class<?> type) { 
return context.getBean(type); 
} 

@Override 
protected List<Class<?>> stepsTypes() { 
Set<Class<?>> result = new HashSet<>(); 
Map<String, Object> beans = context.getBeansWithAnnotation(Steps.class); 
for (Map.Entry<String, Object> kv : beans.entrySet()) { 
LOGGER.info(""Possible candidate step class found in bean {}"", 
kv.getKey()); 
final Class<?> target; 
if (AopUtils.isAopProxy(kv.getValue())) { 
LOGGER.info(""Bean {} is an AOP proxy"", kv.getKey()); 

target = AopProxyUtils.ultimateTargetClass(kv.getValue()); 
LOGGER.info(""Extracted class name {} from bean {}"", 
target.getName(), kv.getKey()); 

} else { 
LOGGER.info( 
""Bean {} is directly of type {} (not AOP enveloped)"", 
kv.getKey(), kv.getValue().getClass().getName()); 
target = kv.getValue().getClass(); 
} 
if (hasAnnotatedMethods(target)) { 
if (!result.add(target)) { 
// TODO log sth... scoped 
} 
} else { 
LOGGER.warn( 
""Bean {} did not contain any JBehave annotated methods"", 
kv.getKey()); 
} 
} 

return new LinkedList<>(result); 
} 
} 

{CODE} 

In my case it *seems* to work. I assume that, by returning the underlying target type in the stepTypes() method and not the proxy type, the matching logic of JBehave should work out of the box... 

Do you foresee any problem with this kind of approach? if no, I can try a pull-request ...","feature containing"
"Support for provided-scope dependencies As per discussion http://comments.gmane.org/gmane.comp.java.jbehave.user/1342, JBehave maven plugin never uses provided-scope dependencies. This is a pain for us as we package all libraries in separate modules, so they're always in provided scope. Having all of them explicitly changed to compile scope is way too much work. 

According to the conversation in the thread, the plugin uses requiresDependencyResolution which has scope runtime by default, excluding provided scope. According to MojoApiSpecification (http://maven.apache.org/developers/mojo-api-specification.html) it's just a matter of changing it to for example compile+runtime to have dependencies from other scopes as well.","feature containing"
"Support loading of stories from ODT format As a BA I want to be able to write my story in a ODT format","feature containing"
"Support loading stories from Google Docs As a BA I want to be able to write my story in Google Docs. 
This has the advantage that the stories are in the cloud and multiple stakeholders (BA, developer, ...) work at the same time on the same document. 

By using the Google docs API, a document can be exported to ODT and be delegated to the ODT support in JBehave. 

ATTENTION: the given patch contains also a fix for the class OdfUtils in the module jbehave-odf. The class OdfTextExtractor is used to convert ODT correctly to text.","feature containing"
"Support multiple CandidateSteps instances in Stepdoc generation Make StepdocGenerator contract more generic to support a vararg of CandidateSteps instances, in line with other JBehave services.

Also, add stepdocs for BeforeScenario and AfterScenario steps.","feature containing"
"Support multiple formats of story timeouts Add support for specification of story timeouts via multiple formats.

A simple and readable alpha-numeric format should be supported with formats like: 

* 1d 12h 30m 15s
* 5m 30s
* 50s

A digits format expressing the number of seconds should also be supported (for backward compatibility)  

Other formats could also be added in the future, eg ISO8601. 

Custom formats should also be configurable.","feature containing"
"Support multiple test frameworks Currently, we support JUnit 4.x as the test framework to run scenarios via the @Test annotation. 

We could easily extend support to multiple frameworks - including JUnit 3.8 and TestNG. 

The cleanest approach would be to rename abstract Scenario to JUnitScenario and pull up a Scenario interface. 
Since JUnit 4.x jar includes the 3.8 classes, support for JUnit 3 would simply require extending TestCase and having a run method that starts with ""test"".","feature containing"
"Support named parameters in Steps methods via Paranamer @Named parameters are supported, but what about real parameter names via Paranamer ?

JBEHAVE-173 delivered the Annotation based equiv.","feature containing"
"Support nested composite steps Having {{@Composite}} steps calling other {{@Composite}} steps does not seem to work at all: 
{code:java} 
@Then(""all buttons are enabled"") 
@Composite(steps = { 
""Then all left buttons are enabled"", 
""Then all top buttons are enabled"" } 
) 
public void all() {} 

@Then(""all left buttons are enabled"") 
@Composite(steps = { 
""Then first left button is enabled"", 
""Then second left button is enabled"" } 
) 
public void left() {} 

@Then(""all top buttons are enabled"") 
@Composite(steps = { 
""Then first top button is enabled"", 
""Then second top button is enabled"" } 
) 
public void top() {} 

@Then(""first top button is enabled"") 
public void firstTop() { 
Assert.fail(""Bah""); 
} 
{code} 

In the given scenario neither the substeps will be resolved nor called. So _Then second top button is enabled_ will not be marked as pending and _Then first top button is enabled_ won't fail. 

That's not nice as it might break your steps if you do some refactorings to them. Composite-calls should not need know if they again resolve to Composite steps.","feature containing"
"Support other languages when user creates a ""New Story"" If you create a new story in Eclipse, always the English story template is used. 

But if you write stories in another language you need another template for that other language. 

It would be good if JBehave Eclipse plugin could create a new story according to the language with is configured in Eclipse preferences. 

Of course it is a lot of work translating the example text in all the languages. That could be left in English with just translated keywords for ""given"", ""when"" and so on.","feature containing"
"Support package scanning for annotated Steps classes Add ScanningStepsFactory implementation to retrieve and instantiate Steps classes by scanning configured packages and finding classes containing annotated methods. 

It can used programmatically or via the @UsingSteps annotation. 

Scanning will require optional org.reflections:reflections dependency.","feature containing"
"Support partial named parameter replacement in parameterized steps * Given I have an implemented step:
{code:java}
@Given(""I do something with parameter $parameter"") 
public void doSomething(@Named(""parameter"") String parameter) 
{
    // ...
}
{code}

* And I have a scenario:
{code}
Scenario: Do something
Given I do something with parameter foo-<parameterPart>-bar
Examples:
|parameterPart|
|middle| 
{code}

* Then {{parameterPart}} should be properly replaced by value from the examples
* And {{foo-middle-bar}} value should be passed as {{parameter}} to the step implementation



","feature containing"
"Support synonym for Given The german keyword for Given is 'Gegeben'. 
So if I want to imply a specific date, I have to write\\ 
{{Gegeben heute ist der 15.09.2013}} 

{{Gegeben}} is _suboptimal_ for environmental declarations.\\ 
{{Angenommen heute ist der 15.09.2013}} 
would be far more readable. 

Could JBehave support synonyms for Given? 
{{Given = Assume|Suppose}} 
{{Gegeben = Angenommen|Vorausgesetzt}}","feature containing"
